,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,,,,,,Assoc,,Addl,Earthquake Location,,,Earthquake Parameters,,,Earthquake Effects,,,,,,,,,,,,"Total Effects (Earthquake and Tsunami, Volcano, etc.)",,,,,,,,,,,
,,,,,,,,EQ,,,,Focal,Mag,MMI Int,Deaths,,Missing,,Injuries,,Damage,,Houses,,Houses,,Deaths,,Missing,,Injuries,,Damage,,Houses,,Houses,
,,,,,,,,Info,,,,Depth,,,,,,,,,,,Destroyed,,Damaged,,,,,,,,,,Destroyed,,Damaged,
Year,Mo,Dy,Hr,Mn,Sec,Tsu,Vol,,Name,Latitude,Longitude,,,,Num,De,Num,De,Num,De,$Mill,De,Num,De,Num,De,Num,De,Num,De,Num,De,$Mill,De,Num,De,Num,De
1995,12,3,18,1,8.9,Tsu,,*,"RUSSIA: KURIL ISLANDS: ITURUP, MATUA, KUNASHIR",44.663,149.3,33,7.9,5,,,,,,,,,,,,,,,,,,,,,,,,
1996,1,1,8,5,10.8,Tsu,,*,"INDONESIA: SULAWESI: MINAHASSA PENINSULA, TOLITOLI",0.729,119.931,24,7.9,6,,,,,,,,1,,,,,9,1,,,63,2,1.2,2,400,3,,
1996,2,3,11,14,20.1,,,*,CHINA: YUNNAN PROVINCE: LIJIANG,27.291,100.276,11,6.6,9,322,3,,,17057,4,506,4,959000,4,959000,4,322,3,,,17057,4,506,4,959000,4,,
1996,2,21,12,51,1.3,Tsu,,*,"PERU: NORTHERN: CHIMBOTE, CALLAO",-9.593,-79.587,10,7.5,4,,,,,,,,,,,,,12,1,,,57,2,,,15,1,22,1
1996,3,28,23,3,49.8,,,*,"ECUADOR: COTOPAXI, PASTAZA, TUNGURAHUA, AMBATO",-1.036,-78.737,33,5.9,6,27,1,,,,,7,3,,,,,,,,,,,,,,,,
1996,5,3,3,32,47.1,,,*,"CHINA: NEI MONGOL: BAOTOU, BEIJING, HOHHOT",40.774,109.661,26,6,8,23,1,,,330,3,,4,,,,,23,1,,,330,3,,4,,,,
1996,6,10,4,3,35.4,Tsu,,*,ALASKA: ANDREANOF ISLANDS,51.564,-177.632,33,7.9,6,,,,,,,,,,,,,,,,,,,,,,,,
1996,9,5,20,44,9.2,,,*,"BALKANS NW: CROATIA: STON, SLANO",42.803,17.936,10,6,8,,,,,,2,,3,,,,,,,,,,,,,,,,
1996,11,12,16,59,44,Tsu,,*,"PERU: CHINCHA ALTA, ACARI, NAZCA, MARCONA",-14.993,-75.675,33,7.7,8,14,1,,,560,3,,4,,,4000,4,14,1,,,560,3,,4,,,4000,4
1997,1,9,13,43,31.5,,,*,"KYRGYZSTAN: DZHERGETAL, KOSHTEBE, KAZARMAN",41.026,74.284,22,5.8,7,,,,,,,,1,,,,,,,,,,,,,,,,
1997,1,12,12,10,51.3,,,*,"ALBANIA: BERAT, URA VAJGURORE, GRAMSH, CERRIK",40.956,19.672,10,4.7,6,,,,,,,,1,,,,,,,,,,,,,,,,
1997,2,4,10,37,47.1,,,*,"IRAN: BOJNURD, SHIRVAN, ESFARAYEN",37.661,57.291,10,6.5,8,88,2,,,1948,4,30,4,5500,4,11000,4,88,2,,,1948,4,30,4,5500,4,11000,4
1997,2,28,12,57,18.6,,,*,IRAN: ARDABIL,38.075,48.05,10,6.1,7,1100,4,,,2600,4,,4,12000,4,,,1100,4,,,2600,4,,4,12000,4,,
1997,3,26,8,31,47.1,,,*,"JAPAN: KYUSHU, KAGOSHIMA",31.92,130.429,10,6.1,6,,,,,,,,2,,,,,,,,,,,,,,,,
1997,4,23,19,44,28.4,,,*,GUAM,13.986,144.901,101,6.5,7,,,,,4,1,,1,,,,,,,,,4,1,,1,,,,
1997,5,10,7,57,29.7,,,*,"IRAN: BIRJAND, GHAEN",33.825,59.809,10,7.2,10,1728,4,,,2300,4,100,4,10533,4,5474,4,1728,4,,,2300,4,100,4,10533,4,5474,4
1997,5,21,22,51,28.7,,,*,INDIA: SOUTHERN: JABALPUR,23.083,80.041,36,5.8,8,56,2,,,1000,4,143,4,8546,4,8546,4,56,2,,,1000,4,143,4,8546,4,52690,4
1997,7,9,19,24,13.1,Tsu,,*,VENEZUELA: CARIACO-CUMANA,10.598,-63.486,20,7,5,81,2,,,522,3,81,4,,,,,81,2,,,522,3,81,4,,,,
1997,9,26,0,33,12.2,,,*,"ITALY: CENTRAL: MARCHE, UMBRIA",43.048,12.879,10,5.7,8,,,,,,,,1,,,,,,,,,,,,1,,,,
1997,9,26,9,40,26.3,,,*,"ITALY: CENTRAL: MARCHE, UMBRIA",43.084,12.812,10,6,10,14,1,,,100,2,4524.9,4,80000,4,,,14,1,,,100,2,4524.9,4,80000,4,,
1997,12,5,11,26,54.6,Tsu,,*,"RUSSIA: KAMCHATKA: UST-KAMCHATSK, PETROPAVLOVSK",54.841,162.035,33,7.8,7,,,,,,,,,,,,,,,,,,,,,,,,
1998,1,10,3,50,41.5,,,*,"CHINA: NORTHEASTERN: SHANGYI-ZHANGBEI, HEBEI",41.083,114.5,30,5.7,8,70,2,,,11500,4,285.5,4,70000,4,,,70,2,,,11500,4,285.5,4,70000,4,,
1998,4,12,10,55,32.5,,,*,"AUSTRIA: ARNOLDSTEIN; SLOVENIA: BOVEC, KOBARID",46.245,13.652,10,5.7,8,1,1,,,,,,2,,,,,1,1,,,,,,2,,,,
1998,6,27,13,55,52,,,*,"TURKEY: ADANA, CEYHAN",36.878,35.307,33,6.3,8,145,3,,,1500,4,550,4,1700,4,,,145,3,,,1500,4,550,4,1700,4,,
1998,7,17,4,51,14.7,,,*,"TAIWAN: CHIA-I, TAINAN, HUALIEN, KAO-HSIUNG",23.407,120.736,13,5.7,5,5,1,,,27,1,,1,,,,,5,1,,,27,1,,1,,,,
1998,9,29,22,14,49.5,,,*,"BALKANS NW: SERBIA: BELGRADE, LJIG, VALJEVO",44.209,20.08,10,5.5,8,1,1,,,17,1,,2,,3,,,1,1,,,17,1,,2,,3,,
1998,11,29,14,10,31.9,Tsu,,*,"INDONESIA: MANGOLE, MANADO, TALIABU",-2.071,124.891,33,7.7,7,41,1,,,107,3,200,4,1000,3,,,41,1,,,107,3,200,4,1000,3,,
1999,2,2,13,45,16.8,,,*,"SPAIN: MULA, PUEBLA DE MULA",38.193,-1.566,10,4.8,7,,,,,20,1,44.004,4,,,,3,,,,,20,1,44.004,4,,,,3
1999,3,28,19,5,11,,,*,"INDIA: CHAMOLI, RUDRAPRAYAG, TEHRI GARHWAL",30.512,79.403,15,6.6,8,100,2,,,394,3,70,4,21100,4,21100,4,100,2,,,394,3,,4,21100,4,,
1999,4,3,6,17,18.3,,,*,"PERU: CAMANA, AREQUIPA",-16.66,-72.662,87,6.8,6,1,1,,,50,1,,2,,,300,2,1,1,,,50,1,,2,,,300,3
1999,6,4,9,12,50,,,*,"AZERBAIJAN: AGDAS, UCAR, AGALI",40.802,47.448,33,5.4,5,1,1,,,18,1,5,2,,,50,1,1,1,,,18,1,5,2,,,50,1
1999,8,17,0,1,39.1,Tsu,,*,"TURKEY: ISTANBUL, KOCAELI, SAKARYA",40.76,29.97,13,7.6,10,17118,4,,,50000,4,20000,4,,,73342,4,17118,4,,,50000,4,20000,4,,,73342,4
1999,9,7,11,56,49.3,,,*,GREECE: ATHENS,38.119,23.605,10,6,9,143,3,,,1600,4,4200,4,53000,4,,,143,3,,,1600,4,4200,4,53000,4,,
1999,9,20,17,47,18.4,,,*,"TAIWAN: NANTOU, TAICHUNG, TAIZHONG",23.772,120.982,33,7.7,10,2297,4,,,8700,4,14000,4,8200,,82000,4,2297,4,,,8700,4,14000,4,,,82000,4
1999,9,30,16,31,15.6,,,*,MEXICO: OAXACA,16.059,-96.931,61,7.5,8,35,1,,,215,3,164.8,4,,,2000,4,35,1,,,215,3,164.8,4,,,2000,4
1999,10,22,2,18,58.5,,,*,TAIWAN: CHIA-I,23.445,120.506,33,5.9,6,1,1,,,254,3,0.786,1,15,1,,,1,1,,,254,3,0.786,1,15,1,,
1999,11,12,16,57,19.5,,,*,"TURKEY: BOLU-DUZCE-KAYNASLI, ADAPAZARI, ZONGULDAK",40.758,31.161,10,7.2,9,894,3,,,4948,4,1000,4,,,,,894,3,,,4948,4,1000,4,,,,
1999,12,11,18,3,36.4,,,*,"PHILIPPINES: S LUZON: MANILA, SANTA CRUZ",15.766,119.74,33,7.3,7,5,1,,,40,1,1.794,2,,,,,5,1,,,40,1,1.794,2,,,,
1999,12,22,17,36,56.2,,,*,ALGERIA: NORTHERN: AIN TEMOUCHENT,35.321,-1.281,10,5.6,7,24,1,,,175,3,60.929,4,,3,,3,24,1,,,175,3,60.929,4,3000,4,,
2000,6,4,16,28,26.1,,,*,"INDONESIA: SUMATRA: BENGKULU, ENGGANO",-4.721,102.087,33,7.9,6,103,3,,,2174,4,6,3,,,,,103,3,,,2174,4,6,3,,,,
2000,6,6,2,41,49.8,,,*,"TURKEY: CERKES, CUBUK, ORTA",40.693,32.992,10,6,7,2,1,,,80,2,,3,,,,,2,1,,,80,2,,3,,,4600,4
2000,8,4,21,13,2.7,,,*,"RUSSIA: SAKHALIN ISLAND, UGLEGORSK, MAKAROV",48.786,142.246,10,6.8,6,,,,,8,1,0.92,1,,,1390,4,,,,,8,1,0.92,1,,,1390,4
2000,9,3,8,36,30,,,*,CALIFORNIA: NAPA,38.379,-122.413,10,5,7,,,,,41,1,50,4,,,,,,,,,41,1,50,4,,,,
2000,10,6,4,30,19.1,,,*,"JAPAN: HONSHU: W: OKAYAMA, TOTTORI",35.456,133.134,10,6.7,9,,,,,130,3,150,4,104,3,2230,4,,,,,130,3,150,4,104,3,2230,4
2000,12,15,16,44,47.6,,,*,TURKEY: AFYON-BOLVADIN,38.457,31.351,10,6,7,6,1,,,41,1,,1,,,,,6,1,,,41,1,,1,,,,2
2001,1,13,17,33,32.3,Tsu,,*,EL SALVADOR: DAMAGE & INJURIES IN EVERY DEPT.,13.049,-88.66,60,7.7,8,844,3,,,4723,4,753,4,108226,4,169632,4,844,3,,,4723,4,753,4,108226,4,169632,4
2001,1,26,3,16,40.5,,,*,"INDIA: GUJARAT: BHUJ, AHMADABAD, RAJOKOT; PAKISTAN",23.419,70.232,16,7.7,10,20005,4,,,166836,4,2623,4,339000,4,339000,4,20005,4,,,166836,4,2623,4,339000,4,,
2001,2,13,14,22,5.8,,,*,EL SALVADOR: SAN JUAN TEPEZONTES-SAN VICENTE-COJUTEP,13.671,-88.938,10,6.6,6,315,3,,,3399,4,348.5,4,41302,4,15706,4,315,3,,,3399,4,348.5,4,41302,4,15706,4
2001,2,28,18,54,32.8,,,*,"WASHINGTON: OLYMPIA, SEATTLE, TACOMA",47.149,-122.727,52,6.8,8,1,1,,,400,3,2000,4,,,,,1,1,,,400,3,2000,4,,,,
2001,3,24,6,27,53.5,,,*,"JAPAN: HIROSHIMA, OKAYAMA, HONSHU, KAGAMA",34.083,132.526,50,6.8,9,2,1,,,161,3,500,4,,,3700,4,2,1,,,161,3,500,4,,,3700,4
2001,6,23,20,33,14.1,Tsu,,*,"PERU: AREQUIPA, MOQUEGUA, TACNA, AYACUCHO",-16.265,-73.641,33,8.4,8,77,2,68,2,2713,4,,4,22399,4,,,103,3,138,3,2713,4,200,4,25399,4,,
2001,9,9,23,59,18,,,*,CALIFORNIA: LOS ANGELES,34.059,-118.387,5,4.2,6,,,,,,,,1,,,,,,,,,,,,1,,,,
2001,10,12,15,2,16.8,,,*,GUAM,12.686,144.98,37,7,8,,,,,1,1,,2,,3,,,,,,,1,1,,2,,3,,
2001,12,19,7,54,7.9,,,*,BANGLADESH: DHAKA,23.632,90.376,10,4.5,6,,,,,100,2,,1,,,,2,,,,,100,2,,1,,,,2
2002,4,20,10,50,47.5,,,*,"NEW YORK: CLINTON, ESSEX, AU SABLE FORKS",44.513,-73.699,11,5.2,7,,,,,,,,1,,,,,,,,,,,,1,,,,
2002,4,26,16,6,7,,,*,GUAM,13.088,144.619,86,7.1,7,,,,,5,1,,1,,,,,,,,,5,1,,1,,,,
2002,6,22,2,58,21.3,,,*,IRAN: AB GARM-ABHAR-AVAJ-SHIRIN SU,35.626,49.047,10,6.5,8,261,3,,,1300,4,300,4,,4,,4,261,3,,,1300,4,300,4,4,4,,
2002,7,31,0,16,44.6,,,*,"PANAMA: BARU, ALANJE, DAVID; COSTA RICA: LAUREL",7.929,-82.793,10,6.5,7,,,,,11,1,,2,,2,,3,,,,,11,1,,2,,2,,3
2002,9,22,23,53,14.6,,,*,"UNITED KINGDOM: MANSFIELD, DUDLEY",52.52,-2.15,9,4.8,6,,,,,1,1,,1,,,,,,,,,1,1,,1,,,,
2002,10,23,11,27,19.4,,,*,"ALASKA: CANTWELL, DENALI NATL PARK",63.514,-147.912,4,6.7,8,,,,,,,,2,,,,,,,,,,,,2,,,,
2002,10,29,10,2,21.5,,Vol,*,ITALY: SICILY: SANTA VENERINA,37.67,15.267,10,4.3,8,,,,,9,1,,1,,,,2,,,,,9,1,,1,,,,2
2002,11,3,22,12,41,,,*,"ALASKA: SLANA, MENTASTA LAKE, FAIRBANKS",63.517,-147.444,5,7.9,9,,,,,1,1,56,4,,,,,,,,,1,1,56,4,,,,
2003,1,22,2,6,34.6,Tsu,,*,"MEXICO: VILLA DE ALVAREZ, COLIMA, TECOMAN, JALISCO",18.77,-104.104,24,7.5,8,29,1,,,300,3,,3,2005,4,6615,4,29,1,,,300,3,,3,2005,4,6615,4
2003,1,23,0,8,22.8,,,*,INDONESIA: SUMBAWA ISLAND: DOMPU,-8.807,118.524,33,5.5,6,,,,,2,1,,2,,,500,3,,,,,2,1,,2,,,500,3
2003,1,26,19,57,3.2,,,*,"ITALY: SPINELLO, SANTA SOFIA, BAGNO DI ROMAGNA",43.883,11.96,7,4.7,7,,,,,,,,1,,,,1,,,,,,,,1,,,,1
2003,2,15,5,47,58.9,,,*,PHILIPPINES: LUZON: DIMASALANG,12.171,123.921,10,5.8,6,,,,,,,,1,,,,,,,,,,,,1,,,,
2003,2,15,11,1,59.8,,,*,"PHILIPPINES: MASBATE, DIMASALANG",12.168,124.079,10,6.3,6,,,,,,,,1,,,,2,,,,,,,,1,,,,2
2003,2,22,12,19,10.5,,,*,CALIFORNIA: BIG BEAR CITY,34.31,-116.848,1,5.2,6,,,,,,,,1,,,,,,,,,,,,1,,,,
2003,4,29,8,59,39,,,*,"ALABAMA: FORT PAYNE,GAYLESVILLE,VALLEY HEAD",34.494,-85.629,20,4.6,6,,,,,,,,1,,,,,,,,,,,,1,,,,
2003,5,21,18,44,20.1,Tsu,,*,"ALGERIA: ALGIERS, BOUMERDES, REGHIA, THENIA",36.964,3.634,12,6.8,10,2266,4,,,10261,4,5000,4,43000,4,43000,4,2266,4,,,10261,4,5000,4,43000,4,,
2003,6,6,12,29,34,,,*,KENTUCKY: BARDWELL,36.87,-88.98,3,4,6,,,,,,,,1,,,,,,,,,,,,1,,,,
2003,6,20,13,30,41.6,,,*,"CHILE: OVALLE, COQUIMBO; ARGENTINA: SAN JUAN",-30.608,-71.637,33,6.8,6,,,,,1,1,,1,,,,2,,,,,1,1,,1,,,,2
2003,9,14,21,42,51.8,,,*,"ITALY: LOIANO, MONGHIDORO, MONZUNO",44.329,11.45,10,5.3,7,,,,,,2,,1,,,10,1,,,,,,2,,1,,,10,1
2003,9,22,4,45,36.2,,,*,"DOMINICAN REPUBLIC: PUERTO PLATA, SANTIAGO",19.777,-70.673,10,6.4,10,3,1,,,15,1,,3,,3,,,3,1,,,15,1,,3,,3,,
2003,9,27,11,33,25,,,*,"RUSSIA: KOSH-AGACH, UST'-ULAGAN, ONGUDAI, SHEBALINO",50.038,87.813,16,7.3,10,3,1,,,5,1,10.6,3,300,3,,,3,1,,,5,1,10.6,3,300,3,,
2003,11,18,17,14,22.6,,,*,PHILIPPINES: SAMAR: CAN-AVID,12.025,125.416,35,6.5,7,1,1,,,21,1,,2,1,1,,3,1,1,,,21,1,,2,1,1,,3
2003,12,22,19,15,56,,,*,"CALIFORNIA: PASO ROBLES,TEMPLETON,ATASCADERO",35.706,-121.102,8,6.6,8,2,1,,,40,1,300,4,40,1,,,2,1,,,40,1,300,4,,,,
2003,12,26,1,56,52.4,,,*,"IRAN: SOUTHEASTERN: BAM, BARAVAT",28.995,58.311,10,6.6,9,31000,4,,,30000,4,32.7,4,,4,,4,31000,4,,,30000,4,32.7,4,,4,,
2004,1,1,20,59,31.9,,,*,"INDONESIA: BALI, LOMBOK",-8.31,115.788,45,5.8,6,1,1,,,29,1,12,3,6000,4,,,1,1,,,29,1,12,3,6000,4,,
2004,2,24,2,27,46.2,,,*,"MOROCCO: AL HOCEIMA, IMZOURENE, BENI ABDALLAH",35.142,-3.997,0,6.4,9,628,3,,,926,3,400,4,2539,4,,,628,3,,,926,3,400,4,2539,4,,
2004,5,3,4,36,50,,,*,CHILE: CANETE,-37.695,-73.406,21,6.6,6,,,,,,,,1,,,,,,,,,,,,1,,,,
2004,5,19,21,28,10.6,,,*,PHILIPPINES: BOHOL ISLAND: TUBIGON,9.926,124.038,35,4.1,6,,,,,,,,1,,,,,,,,,,,,1,,,,
2004,6,15,11,16,31.5,,,*,"CHILE: CARAHUE, IMPERIAL, TEMUCO",-38.854,-73.155,38,5.9,6,,,,,,,,1,,,,,,,,,,,,1,,,,
2004,9,21,13,32,30.8,,,*,"POLAND: SUWALKI; RUSSIA: KALININGRAD, SVETLOGORSK",54.841,19.912,10,4.8,6,,,,,3,1,,1,,,,,,,,,3,1,,1,,,,
2004,9,28,17,15,24.2,,,*,"CALIFORNIA: CENTRAL: PARKFIELD, SAN MIGUEL",35.819,-120.364,9,6,6,,,,,,,,1,,,,,,,,,,,,1,,,,
2004,11,26,2,25,3.3,,,*,INDONESIA: NABIRE,-3.609,135.404,10,7.1,8,32,1,,,130,3,55,4,328,3,,,32,1,,,130,3,55,4,328,3,,
2004,12,5,1,52,37.2,,,*,"GERMANY: EMMENDINGEN, FREIBURG IM BREISGAU",48.115,8.077,10,4.8,5,,,,,,,,1,,,,,,,,,,,,1,,,,
2005,4,10,10,29,11.2,Tsu,,*,INDONESIA: PADANG,-1.644,99.607,19,6.7,5,,,,,,,,,,,,,,,,,,,,,,,,
2005,6,15,2,50,53.1,Tsu,,*,CALIFORNIA: OFF COAST NORTHERN,41.301,-125.97,10,7.2,4,,,,,,,,,,,,,,,,,,,,,,,,
2005,7,26,4,8,37.1,,,*,"MONTANA: DILLON, SILVER STAR, TWIN BRIDGES",45.365,-112.615,13,5.6,6,,,,,,,,1,,,,,,,,,,,,1,,,,
2005,8,14,6,33,32.5,,,*,INDIA: MAHARASHTRA,17.398,74.118,35,4.4,7,,,,,,,,2,,,,,,,,,,,,2,,,,
2005,8,16,3,45,54.1,,,*,INDIA: UTTARANCHAL: UTTARKAHI,30.924,78.56,43,4.4,6,,,,,,,,1,,1,,1,,,,,,,,1,,1,,
2005,8,30,8,53,17.4,,,*,"INDIA: MAHARASHTRA: AMBEGHAR, DICHOLI, KISRULE",17.067,73.773,10,4.7,6,,,,,,,,1,,,,,,,,,,,,1,,,,
2005,10,8,3,50,40.8,,,*,"PAKISTAN: MUZAFFARABAD, URI, ANANTNAG, BARAMULA",34.539,73.588,26,7.6,8,76213,4,,,146599,4,6680,4,,3,,3,76213,4,,,146599,4,6680,4,,3,,
2005,10,24,17,35,33.8,,,*,ECUADOR: BAEZA,-0.507,-77.745,35,4.8,6,,,,,,,,1,,,,,,,,,,,,1,,,,
2006,5,3,15,26,40.2,Tsu,,*,TONGA ISLANDS,-20.187,-174.123,55,7.9,7,,,,,1,1,,1,,,,,,,,,1,1,,1,,,,
2006,8,5,14,3,43.7,,,*,ARGENTINA: MENDOZA,-33.131,-68.707,22,5.6,5,,,,,,,,1,,,,,,,,,,,,1,,,,
2006,9,28,6,22,9.7,Tsu,,*,SAMOA ISLANDS,-16.592,-172.033,28,6.9,4,,,,,,,,,,,,,,,,,,,,,,,,
2006,10,15,17,7,49.2,Tsu,,*,HAWAIIAN ISLANDS,19.878,-155.935,39,6.7,8,,,,,,3,73,4,,,,,,,,,,3,73,4,,,,
2006,10,20,10,48,56,,,*,PERU: CENTRAL,-13.457,-76.677,23,6.7,4,,,,,,,,1,,,,,,,,,,,,1,,,,
2007,3,6,3,49,38.9,,,*,INDONESIA: SUMATRA: SOUTHERN,-0.493,100.498,19,6.4,8,67,2,,,826,3,,3,43719,4,43719,4,67,2,,,826,3,,3,43719,4,,
2007,3,25,13,57,58.2,,,*,"GREECE: ARGOSTOLION, KEFALLINIA",38.34,20.42,15,5.8,6,,,,,,,,1,,1,,,,,,,,,,1,,1,,
2007,4,13,5,42,23,,,*,"MEXICO: GUERRERO, ATOYAC",17.302,-100.198,34,6,5,,,,,,,,1,2,1,,,,,,,,,,1,2,1,,
2007,4,21,17,53,46.3,Tsu,,*,CHILE: SOUTHERN,-45.243,-72.648,37,6.2,7,2,1,,,,,,1,,,2,1,10,1,,,,,,1,,,2,1
2007,4,28,7,18,11.3,,,*,UNITED KINGDOM: ENGLAND: FOLKESTONE,51.085,1.009,10,4.6,6,,,,,1,1,,1,,,,,,,,,1,1,,1,,,,
2007,5,8,15,46,49.1,,,*,MONTANA: SHERIDAN,45.394,-112.13,14,4.5,5,,,,,,,,1,,,,,,,,,,,,1,,,,
2007,8,15,23,40,57.8,Tsu,,*,"PERU: ICA, PISCO, LIMA",-13.386,-76.603,39,8,8,514,3,,,1090,4,,4,52154,4,23632,4,514,3,,,1090,4,,4,52154,4,23632,4
2007,11,14,15,40,50.5,Tsu,,*,"CHILE: TOCOPILLA, MARIA ELENA",-22.247,-69.89,40,7.7,8,2,1,,,65,2,,3,,4,,,2,1,,,65,2,,3,,4,,
2007,12,20,7,55,15.8,,,*,NEW ZEALAND: OFF COAST NORTH ISLAND,-39.011,178.291,20,6.6,7,1,1,,,,,,1,3,1,,,1,1,,,,,,1,3,1,,
2008,2,21,14,16,2.7,,,*,NEVADA: WELLS,41.153,-114.867,7,6,8,,,,,3,1,,2,,,720,3,,,,,3,1,,2,,,720,3
2008,5,12,6,28,1.5,Tsu,,*,CHINA: SICHUAN PROVINCE,31.002,103.322,19,7.9,9,87652,4,,,374171,4,86000,4,5360000,4,5360000,4,87652,4,,,374171,4,86000,4,5360000,4,21000000,4
2008,7,29,18,42,15.7,,,*,CALIFORNIA: LOS ANGELES,33.953,-117.761,15,5.4,6,,,,,8,1,,1,,,,1,,,,,8,1,,1,,,,1
2008,8,25,13,21,58.8,,,*,CHINA: TIBET (XIZANG PROVINCE),30.901,83.52,12,6.7,8,,,,,,,,2,,,700,3,,,,,,,,2,,,700,3
2008,8,27,1,35,32.1,,,*,RUSSIA: LAKE BAYKAL,51.607,104.158,16,6.2,8,,,,,,,,1,,,,,,,,,,,,1,,,,
2009,7,4,6,49,35.5,,,*,PANAMA: PANAMA CITY,9.59,-78.966,38,6,5,,,,,32,1,,1,,,,,,,,,32,1,,1,,,10,1
2010,2,27,6,34,11.5,Tsu,,*,"CHILE: MAULE, CONCEPCION, TALCAHUANO",-36.122,-72.898,23,8.8,9,402,3,,,12000,4,30000,4,,,500000,4,558,3,,,12000,4,30000,4,,,500000,4
2010,6,12,19,26,50.4,Tsu,,*,INDIA: LITTLE NICOBAR ISLAND,7.881,91.936,35,7.5,6,,,,,,,,,,,,,,,,,,,,,,,,
2010,6,16,3,16,27.5,,,*,INDONESIA: NEW GUINEA: IRIAN JAYA: JAPEN,-2.174,136.543,18,7,6,17,1,,,,,,3,2556,4,,,17,1,,,,,,3,2556,4,,
2010,6,23,17,41,41,,,*,"CANADA: QUEBEC: VAL-DES-BOIS, GRACEFIELD",45.88,-75.48,22,5.2,6,,,,,,,,1,,,,,,,,,,,,1,,,,
2010,7,23,22,51,12.4,,,*,PHILIPPINES: CELEBES SEA: MORO GULF,6.486,123.467,586,7.6,4,,,,,,,,,,,,,,,,,,,,,,,,
2010,8,10,5,23,44.9,Tsu,,*,VANUATU ISLANDS,-17.541,168.069,25,7.2,7,,,,,,,,,,,,,,,,,,,,,,,,
2010,9,3,16,35,47.7,,,*,NEW ZEALAND: CHRISTCHURCH,-43.522,171.83,12,7,9,,,,,2,1,6500,4,,,,3,,,,,2,1,6500,4,,,,3
2010,9,6,11,24,1.5,,,*,NEW ZEALAND: SOUTH ISLAND: CHRISTCHURCH,-43.57,172.388,9,5,5,,,,,,,,1,,,,,,,,,,,,1,,,,
2010,9,6,22,48,33.2,,,*,NEW ZEALAND: NORTH ISLAND: PORANGAHAU,-40.433,176.818,21,5.1,6,,,,,,,,1,,,,,,,,,,,,1,,,,
2010,9,7,19,49,57.4,,,*,NEW ZEALAND: SOUTH ISLAND: CANTERBURY,-43.598,172.69,6,5,7,,,,,,,,1,,,,,,,,,,,,1,,,,
2010,9,10,17,24,16.6,,,*,BANGLADESH: NARAYANGANJ,23.407,90.648,10,4.8,5,,,,,,,,1,,,,,,,,,,,,1,,,,
2010,11,3,0,56,55,,,*,BALKANS NW: SERBIA: KRALJEVO,43.76,20.673,1,5.5,6,2,1,,,100,2,,3,1000,3,5000,4,2,,,,100,2,,3,1000,3,5000,4
2011,8,23,5,46,18.2,,,*,COLORADO: SEGUNDO,37.063,-104.701,4,5.4,7,,,,,,,,2,,,,,,,,,,,,2,,,,
2011,8,23,17,51,4.5,,,*,"VIRGINIA: LOUISA COUNTY, MARYLAND, WASHINGTON D.C.",37.936,-77.933,6,5.8,7,,,,,,,,2,,,,,,,,,,,,2,,,,
2011,11,6,3,53,10,,,*,OKLAHOMA: SPARKS,35.532,-96.765,5,5.7,8,,,,,2,1,,2,14,1,,3,,,,,2,1,,2,14,1,,3
2012,3,20,18,2,47.4,Tsu,,*,"MEXICO: GUERRERO, OAXACA",16.493,-98.231,20,7.4,8,2,1,,,13,1,,3,800,3,,,2,1,,,13,1,,3,800,3,,
2012,5,22,0,0,32.7,,,*,BULGARIA: PERNIK,42.645,22.968,10,5.6,7,,,,,,,,2,,,90,2,,,,,,,,2,,,90,2
2013,2,6,1,12,25.8,Tsu,,*,SOLOMON ISLANDS: SANTA CRUZ ISLANDS,-10.799,165.114,24,7.9,8,,,,,,,,1,,,,,10,1,,,15,1,2,2,588,3,478,3
2013,8,2,21,37,7,,,*,INDIA: KASHMIR: KISHTWAR,33.297,75.95,42,5.2,3,,,,,2,1,,2,,,,3,,,,,2,1,,2,,,,3
2013,8,16,2,31,47,Tsu,,*,"NEW ZEALAND: WELLINGTON, MARLBOROUGH",-41.731,174.027,12,6.5,6,,,,,,2,,2,,2,,2,,,,,,2,,2,,2,,2
2013,8,21,12,38,7,,,*,"MEXICO: SAN MARCOS, ACAPULCO",16.878,-99.498,21,6.2,8,,,,,1,1,,1,,,,1,,,,,1,1,,1,,,,1
2013,9,7,0,13,57,,,*,"GUATEMALA: COATEPEQUE, QUETZALTENANGO",14.606,-92.121,66,6.4,7,1,1,,,11,1,,1,3,1,,,1,1,,,11,1,,1,3,1,,
2013,9,24,11,30,37,Tsu,,*,"PAKISTAN: AWARAN, KECH",26.951,65.501,15,7.7,4,825,3,,,619,3,,4,32638,4,14118,4,825,3,,,619,3,,4,32638,4,14118,4
2013,9,25,16,42,,,,*,PERU: AREQUIPA,-16.15,-74.87,31,7.1,6,,,,,,,,1,,1,,,,,,,,,,1,,1,,
2013,10,12,13,11,35,,,*,GREECE: CRETE: CHANIA,35.514,23.252,40,6.6,7,,,,,1,1,,1,,,,1,,,,,1,1,,1,,,,1
2013,10,15,0,12,5,,,*,"PHILIPPINES: BOHOL, CEBU, SIQUIJOR IS",9.88,124.117,19,7.1,7,222,3,8,1,976,3,51.8,4,,4,,4,222,3,8,1,976,3,51.8,4,,4,,4
